timestamp,Accx,Accy,Accz
29120,0.192,-0.118,1.101
29160,0.115,-0.157,0.994
29200,0.08,-0.193,0.891
29240,0.025,-0.231,0.79
29280,-0.003,-0.222,0.77
29320,-0.044,-0.156,0.714
29360,-0.125,-0.052,0.688
29400,-0.184,0.045,0.669
29440,-0.226,0.211,0.713
29480,-0.253,0.282,0.785
29520,-0.298,0.451,0.966
29560,-0.301,0.609,1.039
29600,-0.334,0.457,0.99
29640,-0.334,0.235,0.951
29680,-0.235,0.015,0.969
29720,-0.196,-0.221,0.997
29760,-0.169,-0.322,1.041
29800,-0.119,-0.364,1.08
29840,-0.089,-0.31,1.007
29880,-0.118,-0.212,0.887
29920,-0.139,-0.074,0.745
29960,-0.143,0.087,0.652
30000,-0.203,0.212,0.601
30040,-0.206,0.301,0.627
30080,-0.232,0.344,0.663
30120,-0.223,0.386,0.699
30160,-0.279,0.466,0.772
30200,-0.25,0.603,0.879
30240,-0.238,0.635,1.012
30280,-0.249,0.717,1.169
30320,-0.122,0.632,1.227
30360,-0.024,0.473,1.205
30400,0.117,0.27,1.06
30440,0.176,0.168,0.943
30480,0.205,0.109,0.861
30520,0.2,0.004,0.815
30560,0.158,-0.041,0.796
30600,0.153,-0.044,0.944
30640,0.192,-0.055,1.052
30680,0.174,0.048,1.197
30720,0.23,0.056,1.276
30760,0.292,0.04,1.284
30800,0.288,0.224,1.22
30840,0.276,0.284,1.17
30880,0.271,0.384,1.099
30920,0.215,0.483,1.086
30960,0.208,0.631,1.163
31000,0.237,0.726,1.162
31040,0.194,0.835,1.051
31080,0.175,0.696,0.91
31120,0.199,0.637,0.8
31160,0.211,0.498,0.74
31200,0.216,0.428,0.723
31240,0.182,0.325,0.729
31280,0.181,0.222,0.844
31320,0.153,0.13,0.98
31360,0.172,0.058,1.17
31400,0.169,-0.036,1.268
31440,0.185,-0.121,1.323
31480,0.249,-0.189,1.267
31520,0.209,-0.217,1.129
31560,0.1,-0.22,0.932
31600,0.034,-0.202,0.804
31640,-0.033,-0.184,0.714
31680,-0.099,-0.079,0.673
31720,-0.156,0.091,0.631
31760,-0.226,0.231,0.636
31800,-0.257,0.481,0.745
31840,-0.311,0.618,0.901
31880,-0.376,0.514,0.933
31920,-0.331,0.199,0.915
31960,-0.287,0.047,0.955
32000,-0.262,-0.005,1.044
32040,-0.247,-0.133,1.119
32080,-0.206,-0.282,1.114
32120,-0.152,-0.349,1.005
32160,-0.169,-0.298,0.878
32200,-0.192,-0.179,0.781
32240,-0.216,-0.031,0.656
