timestamp,Accx,Accy,Accz
18480,-0.238,0.089,0.56
18520,-0.261,0.122,0.621
18560,-0.219,-0.009,0.614
18600,-0.13,-0.071,0.712
18640,-0.165,-0.129,0.831
18680,-0.142,-0.102,0.891
18720,-0.221,-0.062,1.218
18760,-0.101,0.145,1.578
18800,-0.078,0.387,1.591
18840,-0.141,0.381,1.509
18880,-0.072,0.34,1.348
18920,-0.057,0.26,1.093
18960,-0.052,0.185,0.987
19000,0.059,0.05,0.839
19040,0.163,-0.038,0.756
19080,0.175,-0.088,0.687
19120,0.129,-0.095,0.657
19160,0.168,-0.159,0.694
19200,0.212,-0.217,0.808
19240,0.22,-0.289,0.925
19280,0.187,-0.294,1.097
19320,0.249,-0.338,1.213
19360,0.251,-0.27,1.287
19400,0.199,-0.155,1.286
19440,0.218,-0.064,1.252
19480,0.164,0.136,1.132
19520,0.095,0.365,1.026
19560,0.108,0.535,1.009
19600,0.18,0.521,0.964
19640,0.216,0.357,0.976
19680,0.288,0.138,1.092
19720,0.254,0.088,1.217
19760,0.198,0.005,1.203
19800,0.105,0.097,1.113
19840,-0.051,0.139,1.106
19880,-0.042,0.166,1.193
19920,-0.132,0.142,1.248
19960,-0.229,-0.073,1.134
20000,-0.307,-0.157,1.123
20040,-0.265,-0.158,1.099
20080,-0.268,-0.154,1.074
20120,-0.221,-0.109,0.993
20160,-0.244,-0.079,0.944
20200,-0.164,-0.097,1.026
20240,-0.026,-0.128,0.799
20280,-0.193,-0.194,0.766
20320,-0.108,-0.244,0.77
20360,-0.11,-0.321,0.876
20400,-0.044,-0.344,0.833
20440,-0.027,-0.365,0.846
20480,-0.042,-0.3,0.758
20520,-0.154,-0.17,0.661
20560,-0.225,0.018,0.626
20600,-0.234,0.111,0.538
20640,-0.233,0.262,0.577
20680,-0.209,0.302,0.586
20720,-0.128,0.213,0.581
20760,-0.052,0.175,0.697
20800,-0.086,0.061,0.773
20840,-0.069,0.007,1.176
20880,-0.193,0.207,1.629
20920,-0.196,0.371,1.816
20960,-0.181,0.442,1.591
21000,-0.147,0.381,1.234
21040,-0.169,0.243,1.01
21080,-0.098,0.215,1
21120,-0.067,0.112,0.941
21160,-0.081,0.075,0.925
21200,0.022,-0.018,0.866
21240,0.134,-0.131,0.842
21280,0.19,-0.2,0.748
21320,0.158,-0.142,0.767
21360,0.177,-0.131,0.764
21400,0.136,-0.125,0.826
21440,0.113,-0.148,0.896
21480,0.108,-0.251,1.005
21520,0.1,-0.267,1.177
21560,0.119,-0.295,1.346
21600,0.162,-0.266,1.458
21640,0.131,-0.162,1.363
21680,0.127,-0.122,1.201
21720,0.138,0.032,0.991
21760,0.105,0.226,0.867
21800,0.034,0.597,0.854
21840,-0.004,0.677,0.951
21880,0.176,0.426,1.1
21920,0.356,0.193,1.113
21960,0.192,0.086,1.014
22000,0.102,0.141,0.985
22040,0.119,0.119,1.161
22080,0.303,0.115,1.334
22120,0.316,0.107,1.386
22160,0.153,0.183,1.448
22200,0.103,0.225,1.369
22240,-0.076,-0.049,1.163
22280,-0.186,-0.036,1.047
22320,-0.177,-0.084,0.928
22360,-0.118,-0.138,1.054
