timestamp,Accx,Accy,Accz
27920,-0.133,-0.092,1.267
27960,-0.092,-0.121,1.107
28000,-0.208,0.058,1.001
28040,-0.233,0.043,0.922
28080,-0.119,0.125,0.934
28120,-0.174,0.273,0.877
28160,-0.265,0.216,0.688
28200,-0.276,0.103,0.592
28240,-0.248,0.016,0.54
28280,-0.165,-0.102,0.515
28320,-0.147,-0.18,0.488
28360,-0.083,-0.232,0.387
28400,-0.089,-0.227,0.34
28440,-0.104,-0.158,0.412
28480,-0.098,-0.091,0.511
28520,-0.108,-0.077,0.573
28560,-0.025,0.142,0.754
28600,0.017,0.203,0.818
28640,-0.031,0.313,0.915
28680,0.091,0.316,1.031
28720,0.144,0.253,1.251
28760,0.286,0.323,1.444
28800,0.272,0.367,1.626
28840,0.338,0.59,1.659
28880,0.331,0.673,1.495
28920,0.309,0.518,1.229
28960,0.268,0.316,0.949
29000,0.214,0.297,0.931
29040,0.178,0.181,0.917
29080,0.117,0.116,0.941
29120,0.111,-0.059,0.873
29160,0.165,-0.294,0.89
29200,0.427,-0.508,1.055
29240,0.588,-0.546,1.356
29280,0.4,-0.382,1.435
29320,0.133,-0.163,1.463
29360,0.023,-0.14,1.366
29400,-0.041,-0.103,1.252
29440,-0.059,0.067,1.072
29480,-0.123,0.11,0.836
29520,-0.184,0.085,0.583
29560,-0.186,0.071,0.431
29600,-0.206,0.082,0.275
29640,-0.212,0.075,0.22
29680,-0.185,0.1,0.304
29720,-0.107,0.056,0.381
29760,-0.074,-0.034,0.41
29800,-0.064,-0.014,0.595
29840,0.042,-0.001,0.765
29880,0.142,0.018,0.987
29920,0.225,-0.018,1.131
29960,0.407,-0.028,1.368
30000,0.605,0.068,1.703
30040,0.631,0.147,1.803
30080,0.503,0.138,1.666
30120,0.371,0.066,1.354
30160,0.275,0.022,1.1
30200,0.168,-0.051,1.013
30240,0.153,-0.109,1.245
30280,0.16,-0.075,1.501
30320,0.045,-0.133,1.462
30360,-0.12,-0.094,1.336
30400,-0.153,-0.072,1.212
30440,-0.028,0.055,1.063
30480,-0.214,0.151,0.894
30520,-0.294,0.202,0.769
30560,-0.247,0.163,0.618
30600,-0.293,0.02,0.605
30640,-0.22,-0.018,0.564
30680,-0.191,-0.081,0.526
30720,-0.208,-0.137,0.445
30760,-0.198,-0.079,0.419
30800,-0.147,0,0.377
30840,-0.183,0,0.355
30880,-0.217,0.029,0.396
30920,-0.18,0.061,0.505
30960,-0.111,-0.022,0.638
31000,-0.07,-0.026,0.74
31040,0.031,-0.053,0.941
31080,0.029,0.043,1.167
31120,0.1,0.044,1.337
31160,0.055,0.194,1.467
31200,0.008,0.304,1.587
31240,0.086,0.384,1.482
31280,0.062,0.489,1.357
31320,0.108,0.299,1.192
31360,0.19,0.14,1.085
31400,0.168,0.186,1.08
31440,0.147,0.115,1.035
31480,0.252,-0.047,0.966
31520,0.354,-0.219,0.991
31560,0.421,-0.385,1.026
31600,0.471,-0.467,1.06
31640,0.467,-0.214,1.153
31680,0.324,-0.051,1.306
31720,0.258,-0.044,1.46
31760,0.129,-0.128,1.423
31800,-0.015,-0.135,1.266
31840,-0.143,-0.113,1.093
31880,-0.168,-0.046,0.944
31920,-0.26,0.071,0.733
31960,-0.291,0.042,0.602
32000,-0.23,0.047,0.487
32040,-0.203,0.054,0.35
32080,-0.158,0.06,0.324
32120,-0.035,0.071,0.398
32160,0.017,-0.034,0.413
32200,-0.006,-0.007,0.573
32240,0.005,0.031,0.652
32280,-0.011,-0.027,0.812
32320,0.07,0.044,0.966
32360,0.091,-0.024,1.117
32400,0.203,-0.05,1.33
32440,0.32,-0.062,1.481
32480,0.399,-0.089,1.659
32520,0.44,-0.072,1.574
32560,0.41,0.03,1.456
32600,0.328,-0.03,1.121
32640,0.265,-0.047,0.98
32680,0.356,-0.115,1.168
32720,0.49,-0.15,1.436
32760,0.376,-0.176,1.457
32800,0.037,-0.136,1.343
32840,-0.166,-0.114,1.254
32880,-0.236,-0.05,1.093
32920,-0.274,0.043,0.982
32960,-0.166,0.001,0.945
33000,-0.122,0.129,0.954
33040,-0.187,0.272,0.849
33080,-0.277,0.133,0.699
